time,instrument,granularity,open,high,low,close,volume,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,spread,collected_at,mid,best_bid,best_ask,ret_1,ret_5,ret_10,roll_vol_20,roll_vol_50,roll_mean_20,zscore_20,ewma_short,ewma_long,ewma_signal,spread_pct,spread_zscore,hl_range,hl_range_pct,high_vol_regime,momentum_5,momentum_20,y_1h,y_6h,y_24h,y_direction,y
2025-01-02 09:00:00+00:00,USD_SGD,H1,1.36205,1.36232,1.36122,1.36217,4807,1.36196,1.36223,1.36114,1.36208,1.36214,1.3624,1.36131,1.36226,0.00018,2025-10-01T18:21:24.574649Z,1.36217,1.36208,1.36226,6.607541407244177e-05,0.0011906949395463,-0.0024350144086943,0.0006533259081183,0.0006533259081183,1.36248625,-0.4840616238698615,1.3618070733770116,1.362114311936117,-0.0003072385591054,0.0001321420968014,,0.0010999999999998,0.0008075350360086,False,0.0016199999999999,,0.0018499893552199,0.0041624760492449,0.0058289347144628,1,1
2025-01-02 10:00:00+00:00,USD_SGD,H1,1.36216,1.3648,1.3621,1.36469,6033,1.36208,1.36471,1.36201,1.3646,1.36225,1.3649,1.36217,1.36478,0.00018,2025-10-01T18:21:24.574657Z,1.36469,1.3646,1.36478,0.0018499893552199,0.0025933762379146,-6.96080334997573e-05,0.0008670100540239,0.0008670100540239,1.362655769230769,2.3462597230444606,1.362773012134559,1.3624513768570397,0.0003216352775192,0.000131898086745,,0.0026999999999999,0.0019784713011745,True,0.00353,,8.0604386344163e-05,0.0034146949123978,0.0046237607075598,1,1
2025-01-02 11:00:00+00:00,USD_SGD,H1,1.36472,1.36546,1.36382,1.3648,4124,1.36462,1.36537,1.36373,1.36471,1.36482,1.36556,1.3639,1.3649,0.0001899999999999,2025-10-01T18:21:24.574665Z,1.364805,1.36471,1.3649,8.426822208718043e-05,0.0028288958856097,0.00089103029503,0.0008311301810475,0.0008311301810475,1.3628092857142855,2.401205408277753,1.3634526695810525,1.362748785988983,0.0007038835920694,0.0001392140269122,,0.0016399999999998,0.0012016368638742,True,0.0038499999999999,,0.0003077373974209,0.0038393903868698,0.0036635404454863,1,1
2025-01-02 12:00:00+00:00,USD_SGD,H1,1.36482,1.36543,1.3645,1.36522,4103,1.36473,1.36533,1.36441,1.36512,1.3649,1.36553,1.36459,1.36533,0.00021,2025-10-01T18:21:24.574673Z,1.365225,1.36512,1.36533,0.0003077362700165,0.0026770369717532,0.0028206569045494,0.0008043387331149,0.0008043387331149,1.3629703333333334,2.803130787864602,1.364044798607711,1.363052241190949,0.0009925574167624,0.0001538207987694,,0.0009299999999998,0.0006812063945502,False,0.0036449999999998,,0.0001757958424282,0.0036917126909947,0.0039114574940302,1,1
2025-01-02 13:00:00+00:00,USD_SGD,H1,1.36522,1.36665,1.36492,1.36546,5310,1.3651,1.36656,1.36482,1.36537,1.36533,1.36681,1.36502,1.36556,0.0001900000000001,2025-10-01T18:21:24.574681Z,1.365465,1.36537,1.36556,0.0001757951985936,0.0024851697403969,0.0037785088122324,0.0007768587973569,0.0007768587973569,1.36312625,3.010521355949268,1.3645189208939914,1.3633400597688092,0.0011788611251821,0.0001391467375583,,0.00173,0.0012669676630305,False,0.0033849999999999,,0.0004247652805648,0.0043501823561291,0.0035665636488804,1,1
2025-01-02 14:00:00+00:00,USD_SGD,H1,1.36547,1.36608,1.3644,1.36604,5783,1.36538,1.36599,1.36428,1.36596,1.36556,1.36618,1.36451,1.36612,0.0001599999999999,2025-10-01T18:21:24.574689Z,1.36604,1.36596,1.36612,0.0004211019689264,0.0028410550812307,0.0040351328506853,0.0007583628641848,0.0007583628641848,1.3632976470588236,3.6161487734820574,1.365026462396592,1.363654571603263,0.0013718907933288,0.0001171268776902,,0.0016799999999999,0.0012298322157476,False,0.00387,,0.0013176773740153,0.0032356299961935,0.0032209891364822,1,1
2025-01-02 15:00:00+00:00,USD_SGD,H1,1.36604,1.368,1.36596,1.36784,6140,1.36594,1.36789,1.36585,1.36775,1.36613,1.3681,1.36605,1.36793,0.00018,2025-10-01T18:21:24.574697Z,1.3678400000000002,1.36775,1.36793,0.0013176773740155,0.0023082165180372,0.0049075788298218,0.0007995532922861,0.0007995532922861,1.36355,5.365496010570766,1.3659649432776144,1.364131980535651,0.0018329627419633,0.0001315943385191,,0.00204,0.0014914025032167,False,0.0031500000000002,,0.0011039302842439,0.0014109837407882,0.0023979412796817,1,1
2025-01-02 16:00:00+00:00,USD_SGD,H1,1.36782,1.37022,1.36776,1.36935,8145,1.36772,1.37013,1.36767,1.36925,1.36792,1.37033,1.36784,1.36945,0.0001999999999999,2025-10-01T18:21:24.574705Z,1.36935,1.36925,1.36945,0.0011039302842437,0.0033301460648225,0.0061684625869333,0.0008116739302546,0.0008116739302546,1.3638552631578946,6.76963573338042,1.3670938047399015,1.3647161732184316,0.00237763152147,0.0001460546974841,,0.0024599999999999,0.0017964727790556,False,0.004545,,0.0005038887063204,0.0003286230693393,0.0013290977471063,1,1
2025-01-02 17:00:00+00:00,USD_SGD,H1,1.36936,1.37039,1.36884,1.37004,3299,1.36926,1.37029,1.36875,1.36994,1.36947,1.37049,1.36893,1.37013,0.0001900000000001,2025-10-01T18:21:24.574712Z,1.370035,1.36994,1.37013,0.0005002373388833,0.0035232287718143,0.0062096975572496,0.0007929767640007,0.0007929767640007,1.36416425,7.403432567659155,1.3680744980825292,1.3653018600479994,0.0027726380345298,0.0001386825884011,-0.2235058935548305,0.0015499999999999,0.0011313579580083,False,0.0048100000000002,,0.0001605792531604,-0.0003211585063209,0.0001678783101224,1,1
2025-01-02 18:00:00+00:00,USD_SGD,H1,1.37002,1.37064,1.36996,1.37026,2348,1.36993,1.37054,1.36986,1.37017,1.37011,1.37073,1.37005,1.37036,0.0001899999999999,2025-10-01T18:21:24.574793Z,1.370265,1.37017,1.37036,0.0001678789228012,0.0035152860014722,0.0060091918242688,0.0007718272130352,0.0007718272130352,1.3643895,7.612455094572346,1.3688048118058644,1.365840368376008,0.0029644434298563,0.0001386593104252,-4.991408376245909e-12,0.00068,0.0004962543741539,False,0.0048000000000001,0.0045050000000002,0.0008319588983112,-0.00193393954432,0.0002189365521871,1,1
2025-01-02 19:00:00+00:00,USD_SGD,H1,1.37026,1.37171,1.36994,1.3714,2946,1.37017,1.37163,1.36985,1.37131,1.37035,1.37179,1.37004,1.37149,0.00018,2025-10-01T18:21:24.574804Z,1.3714,1.37131,1.37149,0.0008283069333303,0.0039237504026237,0.0067759530748732,0.0007806050512633,0.0007660846471117,1.36468475,8.602621760046109,1.3696699901745455,1.3664357008101695,0.0032342893643761,0.000131252734432,-0.46180656786028,0.00177,0.001290651888581,False,0.00536,0.005905,-0.0006854309464779,-0.0027563074230712,-0.0005906373049437,0,0
2025-01-02 20:00:00+00:00,USD_SGD,H1,1.3714,1.3714,1.37018,1.37046,2439,1.37131,1.37132,1.37006,1.37036,1.37148,1.37149,1.37028,1.37057,0.00021,2025-10-01T18:21:24.574812Z,1.370465,1.37036,1.37057,-0.0006817850371881,0.0019190841034038,0.0042317302830681,0.0007894247500547,0.0007707171160051,1.36496875,6.962348215733891,1.369935017064862,1.366862113220331,0.0030729038445311,0.0001532326619067,1.7981082496086418,0.0012199999999999,0.0008902087977438,False,0.0026249999999998,0.0056800000000001,-0.0005034805831619,-0.0018387986515476,0.0001167491207332,0,0
2025-01-02 21:00:00+00:00,USD_SGD,H1,1.37046,1.37069,1.36972,1.36977,1363,1.37037,1.37057,1.36948,1.36959,1.37056,1.37083,1.36994,1.36995,0.0003599999999999,2025-10-01T18:21:24.574820Z,1.36977,1.36959,1.36995,-0.000507127142977,0.0003067148647166,0.0036378823348388,0.0007667804422371,0.0007656103565411,1.36527775,5.858587090319223,1.369880008108867,1.367166624149811,0.0027133839590558,0.0002628178453316,4.053267111483804,0.0009699999999999,0.0007081480832547,False,0.0004199999999998,0.0061799999999998,2.1901487111009033e-05,-0.0007373500660694,0.0004161282551085,1,1
2025-01-02 22:00:00+00:00,USD_SGD,H1,1.37035,1.37061,1.3696,1.3698,661,1.3686,1.36916,1.36829,1.36912,1.3721,1.37236,1.37007,1.37049,0.00137,2025-10-01T18:21:24.574828Z,1.369805,1.36912,1.37049,2.5551734962769856e-05,-0.0001678789228013,0.0033547583731619,0.0006357008897665,0.0007490722840528,1.36569875,6.4594057773114,1.3698550044157118,1.3674403173177738,0.002414687097938,0.0010001423560288,4.198716999242826,0.0010100000000001,0.0007373312259775,False,-0.0002300000000001,0.00842,-0.0001460067163089,-0.0003212147758796,0.0004380201489269,0,0
2025-01-02 23:00:00+00:00,USD_SGD,H1,1.36982,1.37024,1.36958,1.3696,1161,1.36912,1.37011,1.36904,1.3695,1.37052,1.37055,1.36967,1.3697,0.0001999999999999,2025-10-01T18:21:24.574836Z,1.3696,1.3695,1.3697,-0.0001496563379459,-0.0004853075864887,0.0030282724200181,0.0005932274852118,0.0007353327738548,1.3661625000000002,5.794573052818136,1.3697700006995894,1.367662465347492,0.0021075353520974,0.0001460280373831,-0.2111147680188054,0.0006599999999998,0.0004818925233644,False,-0.0006650000000001,0.0092749999999999,-0.0014529789719626,0.0002336448598132,0.000825058411215,0,0
2025-01-03 00:00:00+00:00,USD_SGD,H1,1.36959,1.36962,1.36757,1.36761,2181,1.3695,1.36952,1.36747,1.3675,1.36968,1.36972,1.36767,1.36772,0.0002200000000001,2025-10-01T18:21:24.574844Z,1.36761,1.3675,1.36772,-0.0014529789719626,-0.0027635992416508,0.0011493074873356,0.0007159727064712,0.0007831686420618,1.3665155,1.5286895577268522,1.3690499877934847,1.3676571095165373,0.0013928782769474,0.0001608645739648,-0.1435013951647217,0.0020500000000001,0.0014989653483084,False,-0.0037899999999999,0.00706,7.312026089278945e-06,0.0007092665306629,0.0019230628614881,1,1
2025-01-03 01:00:00+00:00,USD_SGD,H1,1.3676,1.368,1.36738,1.36762,2599,1.3675,1.36794,1.36729,1.36753,1.36771,1.3681,1.36746,1.36772,0.0001900000000001,2025-10-01T18:21:24.574851Z,1.367625,1.36753,1.36772,1.0968039133807396e-05,-0.0020722893324529,-0.0001571821265646,0.0007165662258861,0.0007680013479832,1.36683875,1.0972468023142046,1.3685749862886725,1.3676538539587564,0.000921132329916,0.0001389269719405,-0.258822484435479,0.00062,0.0004533406452792,False,-0.0028400000000001,0.0064649999999999,0.000233983123967,0.0018060572381217,0.0013600269080591,1,1
2025-01-03 02:00:00+00:00,USD_SGD,H1,1.36764,1.3681,1.36746,1.36794,2376,1.36755,1.368,1.36737,1.36785,1.36773,1.36821,1.36754,1.36804,0.0001899999999999,2025-10-01T18:21:24.574859Z,1.367945,1.36785,1.36804,0.0002339822685313,-0.0013323404659175,-0.0010260342498266,0.0007107484446641,0.0007544393518322,1.36718825,1.064722695745962,1.368364989216383,1.367683192554815,0.0006817966615679,0.0001388944730964,-0.2588224844362732,0.0006400000000001,0.0004678550672725,False,-0.0018249999999999,0.0069899999999998,0.000599441495972,0.0031726537713643,0.001155021419068,1,1
2025-01-03 03:00:00+00:00,USD_SGD,H1,1.36795,1.36892,1.36783,1.36876,1662,1.36785,1.36884,1.36774,1.36869,1.36805,1.36902,1.36792,1.36884,0.00015,2025-10-01T18:21:24.574867Z,1.368765,1.36869,1.36884,0.0005994393049428,-0.0007592321534816,-0.0009269836172068,0.0007135400438626,0.0007476519224716,1.3675475,1.706281252849318,1.3684983268396238,1.3677916059216848,0.0007067209179389,0.0001095878401333,-0.4034494195432401,0.0010899999999998,0.0007963383049682,False,-0.0010399999999999,0.0071849999999999,0.0004383529618048,0.0009862941640608,0.000694058856191,1,1
2025-01-03 04:00:00+00:00,USD_SGD,H1,1.3688,1.36954,1.36874,1.36936,1344,1.36872,1.36946,1.36864,1.36924,1.36888,1.36964,1.36882,1.36947,0.0002299999999999,2025-10-01T18:21:24.574875Z,1.369355,1.36924,1.36947,0.0004310455045242,-0.0001788843457942,-0.000664105118353,0.0007141711145688,0.0007375015961643,1.36791125,2.021574340585791,1.3687838855525598,1.367947505605277,0.0008363799472828,0.0001679622888147,-0.1075641005335127,0.0007999999999999,0.000584216656747,False,-0.0002449999999998,0.0072750000000001,0.0004089501665012,0.0011976397733248,0.0002775018986971,1,1
2025-01-03 05:00:00+00:00,USD_SGD,H1,1.36935,1.37004,1.36884,1.36992,2093,1.36925,1.36995,1.36874,1.36984,1.36945,1.37012,1.36892,1.37001,0.00017,2025-10-01T18:21:24.574883Z,1.3699249999999998,1.36984,1.37001,0.0004162543679322,0.0016927340396748,-0.0010755432404843,0.0007132876810102,0.0007275001231087,1.368299,2.2795851425570524,1.3691642579166747,1.3681438192384427,0.0010204386782319,0.000124094384729,-0.3319206517178814,0.0011999999999998,0.0008759603627934,False,0.0023149999999998,0.0077549999999999,-0.0009781593085728,-8.759635599164817e-05,0.0001240948376548,0,0
2025-01-03 06:00:00+00:00,USD_SGD,H1,1.36993,1.36997,1.36852,1.36858,1950,1.36984,1.36988,1.36842,1.36849,1.37002,1.37007,1.36862,1.36868,0.0001899999999999,2025-10-01T18:21:24.574891Z,1.368585,1.36849,1.36868,-0.0009781557384527,0.0007019468055937,-0.0013717971637364,0.0006652400019908,0.0007405452295484,1.36849375,0.1371685402663593,1.3689711716460904,1.3681874409351256,0.0007837307109648,0.0001388295210015,-0.2585118790949953,0.0014499999999999,0.0010594884497491,False,0.00096,0.0038949999999999,0.0011033333820458,0.0014467550307619,0.0009352759794825,1,1
2025-01-03 07:00:00+00:00,USD_SGD,H1,1.36859,1.3711,1.36808,1.37009,6186,1.36849,1.371,1.36799,1.36999,1.36869,1.37119,1.36816,1.37019,0.0001999999999999,2025-10-01T18:21:24.574898Z,1.37009,1.36999,1.37019,0.0010996759426706,0.0015680454989053,0.0002336158625171,0.0006984618141081,0.0007508132869186,1.368758,1.9070477055367263,1.3693441148149117,1.3683748745856108,0.0009692402293006,0.0001459758118079,-0.2227663446538885,0.00302,0.0022042347583005,False,0.002145,0.0052849999999999,0.0015984351392972,0.0001751709741695,-0.0008466597084862,1,1
2025-01-03 08:00:00+00:00,USD_SGD,H1,1.37005,1.37295,1.36964,1.37228,4951,1.36995,1.37284,1.36953,1.37221,1.37015,1.37306,1.36973,1.37235,0.00014,2025-10-01T18:21:24.574906Z,1.37228,1.37221,1.37235,0.0015984351392972,0.0025680083871226,0.0018068265191031,0.0007659408582621,0.0007829509010114,1.36911075,4.137721556192795,1.3703227438820258,1.3687583370806065,0.0015644068014193,0.0001020199959192,-0.4342216697559267,0.0033099999999999,0.0024120441892324,False,0.0035149999999999,0.007055,-0.0015813099367476,-0.0013408342320807,-0.0040225026962427,0,0
2025-01-03 09:00:00+00:00,USD_SGD,H1,1.37226,1.37226,1.36918,1.37011,3663,1.37217,1.37218,1.36909,1.37003,1.37234,1.37234,1.36926,1.37019,0.0001599999999999,2025-10-01T18:21:24.574914Z,1.37011,1.37003,1.37019,-0.0015813099367476,0.000551354469805,0.0003723714953272,0.0008696241311924,0.0008244236972961,1.3693430000000002,0.8819902443921355,1.3702518292222163,1.368890671915104,0.0013611573071123,0.0001167789447562,-0.3527652538724934,0.0030799999999999,0.0022479946865579,True,0.0007549999999998,0.004645,0.0006495828802066,0.0007371670887739,-0.0025034486282123,1,1
2025-01-03 10:00:00+00:00,USD_SGD,H1,1.3701,1.37112,1.36989,1.371,2227,1.37003,1.37102,1.36979,1.37091,1.37017,1.37122,1.36997,1.37108,0.00017,2025-10-01T18:21:24.574921Z,1.3709950000000002,1.37091,1.37108,0.0006459335381832,0.0007810646568244,0.0024751208312312,0.0008744782346043,0.0008178040616822,1.36959075,1.6058146954744756,1.3704995528904231,1.3690961485578763,0.0014034043325465,0.0001239975346372,-0.3173234449046535,0.0012299999999998,0.0008971586329635,True,0.0010700000000003,0.0049550000000002,-0.000875273522976,0.0001239970824216,-0.0023194748358862,0,0
2025-01-03 11:00:00+00:00,USD_SGD,H1,1.371,1.37115,1.36945,1.3698,2223,1.37091,1.37105,1.36937,1.36971,1.3711,1.37125,1.36953,1.36989,0.00018,2025-10-01T18:21:24.574930Z,1.3698,1.36971,1.36989,-0.0008716297287736,0.000887778252721,0.0015903482314232,0.0008616901990684,0.0008222461247887,1.36968875,0.1291067255035465,1.370266368546166,1.369164710965936,0.00110165758023,0.0001314060446781,-0.2797703745014942,0.0017,0.0012410570886261,True,0.0012150000000001,0.0019599999999999,0.000554825521974,0.0003431157833262,-0.0075485472331727,1,1
2025-01-03 12:00:00+00:00,USD_SGD,H1,1.36982,1.37067,1.3695,1.37056,3095,1.36972,1.37059,1.36941,1.37048,1.36992,1.37075,1.3696,1.37064,0.0001600000000001,2025-10-01T18:21:24.574939Z,1.37056,1.37048,1.37064,0.0005548255219738,0.0003430431577486,0.0019116265639336,0.0008354261266473,0.0008147055431986,1.36974925,0.9704628262626512,1.3703642457107217,1.369300331942779,0.0010639137679424,0.0001167406023816,-0.3466103687997938,0.0011700000000001,0.0008536656549148,True,0.0004699999999999,0.0012099999999999,-0.0001678146159234,0.0,-0.0076902871818818,0,0
2025-01-03 13:00:00+00:00,USD_SGD,H1,1.37054,1.37092,1.36998,1.37033,3811,1.37045,1.37082,1.36989,1.37025,1.37064,1.37103,1.37007,1.37041,0.0001599999999999,2025-10-01T18:21:24.574947Z,1.37033,1.37025,1.37041,-0.0001678146159234,-0.001420992800303,0.0011433664653903,0.0008295800622672,0.0008049954760604,1.369764,0.6822729061896586,1.370352830472782,1.3694002189646015,0.0009526115081803,0.0001167601964489,-0.3404109245875881,0.0009399999999999,0.000685966154138,True,-0.0019499999999998,0.0002949999999999,8.02726350588312e-05,0.0001897353192297,-0.008049156042705,1,1
2025-01-03 14:00:00+00:00,USD_SGD,H1,1.37034,1.37082,1.37032,1.37044,3169,1.37025,1.37073,1.37023,1.37023,1.37042,1.37092,1.37039,1.37064,0.00041,2025-10-01T18:21:24.574969Z,1.370435,1.37023,1.37064,7.662387891960165e-05,0.0002372072315361,0.0007886924866087,0.0008289230307007,0.0007946093777988,1.3697725,0.7992298144255774,1.3703802203168396,1.369500424541108,0.0008797957757316,0.0002991750794455,0.5497739550752605,0.0004999999999999,0.0003648476578604,True,0.0003250000000001,0.00017,0.0004961910043488,0.0001313446776216,-0.0058083535214968,1,1
2025-01-03 15:00:00+00:00,USD_SGD,H1,1.37046,1.37192,1.37034,1.37112,7843,1.37023,1.37182,1.37023,1.37104,1.3707,1.3727,1.37043,1.37121,0.00017,2025-10-01T18:21:24.574978Z,1.371125,1.37104,1.37121,0.0005034897678475,9.482164413432416e-05,0.0008759603627939,0.0008150405317891,0.0007873216710937,1.36975875,1.6762970020656889,1.3706284802212054,1.369657493105504,0.0009709871157013,0.0001239857781019,-0.3396800919853254,0.0015800000000001,0.0011523384082415,True,0.0001299999999999,-0.0002749999999998,3.6466538304580354e-05,-0.0005688779975494,-0.0051199019779448,1,1
2025-01-03 16:00:00+00:00,USD_SGD,H1,1.37113,1.37182,1.3709,1.37117,3344,1.37104,1.37172,1.3708,1.37108,1.37122,1.37191,1.37099,1.37126,0.0001799999999998,2025-10-01T18:21:24.574986Z,1.37117,1.37108,1.37126,3.2819764791636175e-05,0.0010001460067161,0.0018888121673115,0.0007995434074453,0.0007777218850332,1.369794,1.7209822345938397,1.3708089868189737,1.3698035155983448,0.0010054712206288,0.0001312747507601,-0.2965640549376843,0.00092,0.0006709598372193,False,0.0013699999999998,0.0007049999999999,-0.0006563737538014,-0.0005615642115857,-0.0058854846590867,0,0
2025-01-03 17:00:00+00:00,USD_SGD,H1,1.37114,1.37114,1.36966,1.37027,3621,1.37105,1.37105,1.36956,1.37017,1.37123,1.37123,1.36974,1.37037,0.0001999999999999,2025-10-01T18:21:24.574994Z,1.37027,1.37017,1.37037,-0.0006563737538014,-0.0002115923418164,0.0001313782306271,0.0008054558946276,0.0007768908834431,1.369819,0.5599313419991478,1.370629324542773,1.3698484928613004,0.0007808316814725,0.0001459566362833,-0.1933042619537988,0.0014799999999999,0.0010800791084968,False,-0.0002899999999999,0.0005000000000001,0.0002116371226108,0.0003357002634516,-0.0052325454107585,1,1
2025-01-03 18:00:00+00:00,USD_SGD,H1,1.37024,1.37084,1.36988,1.37056,2721,1.37014,1.37075,1.36977,1.37047,1.37034,1.37096,1.36998,1.37066,0.0001899999999999,2025-10-01T18:21:24.575001Z,1.370565,1.37047,1.37066,0.0002152860385178,0.0001714915385344,-0.0012497449500101,0.0008066590772115,0.0007680872376445,1.369857,0.8776942081248944,1.37060788302826,1.3699174953109132,0.0006903877173467,0.0001386289595895,-0.0537358166783292,0.00096,0.0007004410589793,False,0.0002349999999999,0.00076,2.1888862946406466e-05,-0.000233481204763,-0.0051219939294886,1,1
2025-01-03 19:00:00+00:00,USD_SGD,H1,1.37061,1.3708,1.37004,1.37059,2075,1.37052,1.37071,1.36994,1.3705,1.3707,1.3709,1.37014,1.37068,0.0001799999999998,2025-10-01T18:21:24.575009Z,1.37059,1.3705,1.37068,1.8240652577494743e-05,0.0001131027739367,0.0003503368342687,0.0008055853717231,0.0007593648204958,1.3699065,0.8484513547435473,1.3706019220187928,1.3699821911971382,0.0006197308216546,0.000131330303008,-0.2147620176120532,0.00076,0.0005545057238124,False,0.0001549999999999,0.00099,2.188838383476721e-05,-0.0008098702018838,-0.0051145856893746,1,1
