time,instrument,granularity,open,high,low,close,volume,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,spread,collected_at,mid,best_bid,best_ask,ret_1,ret_5,ret_10,roll_vol_20,roll_vol_50,roll_mean_20,zscore_20,ewma_short,ewma_long,ewma_signal,spread_pct,spread_zscore,hl_range,hl_range_pct,high_vol_regime,momentum_5,momentum_20,volume_ma_20,volume_ratio,volume_zscore,effective_spread,spread_ma,ba_imbalance
2025-01-01 22:00:00+00:00,USD_SGD,H1,1.36541,1.36576,1.36541,1.36576,2,1.36507,1.36507,1.36401,1.36401,1.36575,1.36751,1.36575,1.36751,0.0035000000000000586,2025-10-01T18:21:24.574523Z,1.3657599999999999,1.36401,1.36751,,,,,,,,1.3657599999999999,1.3657599999999999,0.0,0.0025626757263355632,,0.0003500000000000725,0.0002562675726336051,False,,,,,,0.0025626757263355632,,0.0025626757263355632
2025-01-01 23:00:00+00:00,USD_SGD,H1,1.36574,1.36608,1.36548,1.3655,927,1.36399,1.36599,1.36399,1.36536,1.36748,1.36748,1.3656,1.36563,0.00026999999999999247,2025-10-01T18:21:24.574559Z,1.365495,1.36536,1.36563,-0.0001940311621367874,,,,,,,1.365601,1.365620875,-1.987500000000253e-05,0.00019773049333757537,,0.0005999999999999339,0.0004394010963056869,False,,,,,,0.00019773049333757537,,0.00019773049333757537
2025-01-02 00:00:00+00:00,USD_SGD,H1,1.36552,1.36572,1.36409,1.36478,2350,1.36537,1.36563,1.36399,1.3647,1.36567,1.36587,1.36419,1.36487,0.00017000000000000348,2025-10-01T18:21:24.574573Z,1.364785,1.3647,1.36487,-0.0005199579639617591,,,,,,,1.3652144736842102,1.3653139467110742,-9.947302686397208e-05,0.0001245617441575072,,0.0016300000000000203,0.0011943273116278537,False,,,,,,0.0001245617441575072,,0.0001245617441575072
2025-01-02 01:00:00+00:00,USD_SGD,H1,1.36478,1.36566,1.36328,1.36359,4843,1.36469,1.36556,1.36319,1.36349,1.36487,1.36576,1.36338,1.36369,0.00019999999999997797,2025-10-01T18:21:24.574583Z,1.36359,1.36349,1.36369,-0.0008755957898128885,,,,,,,1.364539692307692,1.3648162699501247,-0.0002765776424327182,0.0001466716535028696,,0.0023800000000000487,0.0017453926766843762,False,,,,,,0.0001466716535028696,,0.0001466716535028696
2025-01-02 02:00:00+00:00,USD_SGD,H1,1.36358,1.36391,1.36116,1.36138,2653,1.36349,1.36382,1.36106,1.36129,1.36368,1.364,1.36124,1.36148,0.0001900000000001345,2025-10-01T18:21:24.574592Z,1.3613849999999998,1.36129,1.36148,-0.0016170549798695255,,,,,1.3642029999999998,,1.3633286492890992,1.3639862749486629,-0.000657625659563621,0.0001395637530897832,,0.00275000000000003,0.002020001689455981,False,,,2155.0,1.2310904872389792,0.26953626585756607,0.0001395637530897832,0.0008660000000000334,0.0001395637530897832
2025-01-02 03:00:00+00:00,USD_SGD,H1,1.36139,1.36147,1.36023,1.36032,1446,1.36129,1.36138,1.36014,1.36024,1.36149,1.36156,1.36031,1.36041,0.00017000000000000348,2025-10-01T18:21:24.574600Z,1.360325,1.36024,1.36041,-0.0007786188330265453,-0.003979469306466643,,0.0005289917370013056,,1.3635566666666665,-6.109106136488755,1.3622310751879698,1.363213913172026,-0.000982837984056184,0.00012497013581313544,,0.0012399999999999078,0.0009115468729898428,False,-0.005434999999999857,,2036.8333333333333,0.7099255380083463,-0.35216513551329903,0.00012497013581313544,0.0007500000000000284,0.00012497013581313544
2025-01-02 04:00:00+00:00,USD_SGD,H1,1.36033,1.36135,1.36012,1.36055,1539,1.36025,1.36126,1.36004,1.36046,1.36041,1.36145,1.36021,1.36064,0.000180000000000069,2025-10-01T18:21:24.574608Z,1.36055,1.36046,1.36064,0.00016540165034095722,-0.003621397368719803,,0.0006150218664384105,,1.3631271428571428,-4.190327202619736,1.3616358814958718,1.3627102331278693,-0.0010743516319975388,0.00013229943772744037,,0.0012300000000000644,0.0009040461578038767,False,-0.004944999999999977,,1965.7142857142858,0.7829215116279069,-0.2765387360850234,0.00013229943772744037,0.0006685714285714628,0.00013229943772744037
2025-01-02 05:00:00+00:00,USD_SGD,H1,1.36054,1.36129,1.3604,1.36116,1721,1.36046,1.3612,1.36028,1.36107,1.36063,1.36139,1.3605,1.36125,0.000180000000000069,2025-10-01T18:21:24.574617Z,1.36116,1.36107,1.36125,0.00044834809452054536,-0.002656096015123288,,0.0006952568627481162,,1.36288125,-2.4757037178987304,1.3614708136399682,1.3624422675421213,-0.00097145390215303,0.00013224014810901658,,0.0008899999999998354,0.0006538540656497659,False,-0.0036249999999999893,,1935.125,0.8893482333182611,-0.14961135376432094,0.00013224014810901658,0.0006075000000000386,0.00013224014810901658
2025-01-02 06:00:00+00:00,USD_SGD,H1,1.36117,1.36156,1.36083,1.36096,1854,1.36107,1.36147,1.36072,1.36086,1.36127,1.36166,1.36094,1.36105,0.0001900000000001345,2025-10-01T18:21:24.574625Z,1.3609550000000001,1.36086,1.36105,-0.0001506068353461787,-0.0019323990349005005,,0.0006542367544873618,,1.362667222222222,-2.6171293655972194,1.3612942838140942,1.3622037025559814,-0.0009094187418872135,0.00013960784890031962,,0.0007300000000001194,0.0005363880510377781,False,-0.002634999999999943,,1926.111111111111,0.9625612921834439,-0.05385261055563031,0.00013960784890031962,0.0005611111111111603,0.00013960784890031962
2025-01-02 07:00:00+00:00,USD_SGD,H1,1.36098,1.36169,1.36051,1.36158,3741,1.36088,1.36159,1.36041,1.36149,1.36108,1.36179,1.36061,1.36167,0.00017999999999984695,2025-10-01T18:21:24.574633Z,1.36158,1.36149,1.36167,0.0004592363450663939,0.0001432364834341726,,0.0006814856614331198,,1.3625585,-1.4358335844400185,1.3613912032744508,1.3621097783553298,-0.0007185750808789138,0.00013219935662968534,,0.0011799999999999589,0.0008666402267953105,False,0.00019500000000016726,,2107.6,1.7750047447333461,1.1778241955867552,0.00013219935662968534,0.000523000000000029,0.00013219935662968534
